time_register,email,student_name,student_id,dob,gender,cccd,phone_number,student_email,faculty,major,class,year,gpa,address,distance,priority_reasons,evidence_images,note
08/02/2026,dangvankhanh209@gmail.com,Dang Van Khanh,2251164209,28/07/2003,Nam,1205000209,0226991614,dangvankhanh209@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.73,Nghệ An,210,Vùng sâu vùng xa,https://drive.google.com/file/d/1eE0DbPJh3mMSLWRiYBFDMvA8Ws8BiaG6/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai210@gmail.com,Do Thi Mai,2251164210,27/02/2005,Nữ,1205000210,0950063205,dothimai210@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.92,Lào Cai,139,Vùng sâu vùng xa,https://drive.google.com/file/d/1_Yr151Ov4a52UyCGuNKQxppDmF2gEI1l/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu211@gmail.com,Le Thi Dieu,2251164211,10/10/2006,Nữ,1205000211,0180658667,lethidieu211@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.30,Hưng Yên,338,Vùng sâu vùng xa,https://drive.google.com/file/d/1TRzL_V7Mpu63MtvgxqjjWGshPJ-GqEb4/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan212@gmail.com,Nguyen Van An,2251164212,27/01/2005,Nam,1205000212,0400830467,nguyenvanan212@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 1,3.98,Lào Cai,504,,https://drive.google.com/file/d/1gb6Ppd9BxZdAR8wxaQ4PrU3LSgmoZ0OV/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai213@gmail.com,Do Thi Mai,2251164213,21/02/2003,Nữ,1205000213,0150724620,dothimai213@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.62,Nam Định,169,,https://drive.google.com/file/d/1VLirttav-ROQtlTvQUOfwJQUWZObETqC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh214@gmail.com,Dang Van Khanh,2251164214,06/08/2004,Nam,1205000214,0435606266,dangvankhanh214@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,2.99,Hưng Yên,295,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1_LN5z962rtwoDBygLiXaqrozRwQbA1Ui/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong215@gmail.com,Pham Van Cuong,2251164215,29/01/2004,Nam,1205000215,0647630929,phamvancuong215@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,2.53,Lào Cai,438,Vùng sâu vùng xa,https://drive.google.com/file/d/15gl08Elc8ALathDHtS0jH-TjN9q4Qmcr/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong216@gmail.com,Hoang Van Long,2251164216,06/09/2003,Nam,1205000216,0937911265,hoangvanlong216@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,2.85,Nghệ An,282,Vùng sâu vùng xa,https://drive.google.com/file/d/1MtGkYmwrg6DbbQHbI03ytg-8LrupsucO/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong217@gmail.com,Pham Van Cuong,2251164217,04/06/2005,Nam,1205000217,0231113220,phamvancuong217@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 1,3.93,Hà Nội,331,,https://drive.google.com/file/d/18XTVN-Ev46nRfooJOLRiW9YWkKBS4GeT/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan218@gmail.com,Ngo Thi Lan,2251164218,06/08/2005,Nữ,1205000218,0315171098,ngothilan218@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.37,Hà Nội,267,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1HHkQBs5kdjCL0NE4eiCH3W7EE6DlzQKA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh219@gmail.com,Tran Van Binh,2251164219,03/06/2004,Nam,1205000219,0150347450,tranvanbinh219@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 3,03.04,Nam Định,38,Vùng sâu vùng xa,https://drive.google.com/file/d/1DEZcFbP5ESa8yRBSwiIVMBBaq6siLGHN/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong220@gmail.com,Hoang Van Long,2251164220,01/12/2003,Nam,1205000220,0481826103,hoangvanlong220@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 4,3.37,Nam Định,93,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1XdCoYS26JneELAqWkZ3e_qR_F_owYzFN/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh221@gmail.com,Dang Van Khanh,2251164221,14/09/2003,Nam,1205000221,0493012978,dangvankhanh221@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,2.87,Thanh Hóa,422,,https://drive.google.com/file/d/1gUxmnSVw9OE7ojq4K4y76Big0g5h3N2b/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu222@gmail.com,Le Thi Dieu,2251164222,23/10/2006,Nữ,1205000222,0970534808,lethidieu222@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 1,3.31,Hà Nội,324,,https://drive.google.com/file/d/1R1BPSp2yKRIMgYh0zxilasr-OSPitcLQ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh223@gmail.com,Bui Thi Hanh,2251164223,25/10/2003,Nữ,1205000223,0310824420,buithihanh223@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 2,03.03,Nam Định,477,Sinh viên khuyết tật,https://drive.google.com/file/d/1ABr1NiDq3RkcVvwpsVfN3G4a_2FI8_g6/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu224@gmail.com,Le Thi Dieu,2251164224,29/06/2004,Nữ,1205000224,0182550475,lethidieu224@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 2,3.66,Thanh Hóa,212,Vùng sâu vùng xa,https://drive.google.com/file/d/1glHysoXQlgWWVe05mZvhH8S65xycs0Ab/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai225@gmail.com,Do Thi Mai,2251164225,22/09/2006,Nữ,1205000225,0293455200,dothimai225@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 3,2.98,Hưng Yên,24,Vùng sâu vùng xa,https://drive.google.com/file/d/1fm58HTa8C-OIwLOOmOkLxk-XW9S_H0Hz/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong226@gmail.com,Hoang Van Long,2251164226,05/11/2003,Nam,1205000226,0490803130,hoangvanlong226@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 4,2.99,Nghệ An,141,Vùng sâu vùng xa,https://drive.google.com/file/d/19RWPiV_HlzXJS-tlDrkT6--UvctKycnz/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh227@gmail.com,Tran Van Binh,2251164227,27/10/2003,Nam,1205000227,0047828493,tranvanbinh227@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 3,3.89,Hà Nội,193,,https://drive.google.com/file/d/1NGNw9caCFSbGYdWlukEaM28Tc_I5CPZa/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh228@gmail.com,Tran Van Binh,2251164228,05/10/2004,Nam,1205000228,0994145563,tranvanbinh228@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,3.21,Hưng Yên,154,Vùng sâu vùng xa,https://drive.google.com/file/d/1ASvck0bdWPhUJFTAgvS9GwgmEQTEnpgH/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu229@gmail.com,Le Thi Dieu,2251164229,14/10/2006,Nữ,1205000229,0550449396,lethidieu229@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,3.26,Hà Nội,268,Vùng sâu vùng xa,https://drive.google.com/file/d/1U4Lf1037FlIcpwh6HybBxbf4Abom71u8/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong230@gmail.com,Vu Thi Phuong,2251164230,14/12/2003,Nữ,1205000230,0118925490,vuthiphuong230@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 1,2.95,Nghệ An,400,Vùng sâu vùng xa,https://drive.google.com/file/d/1C4nE4T8bPv_xgWpkm2SzXnfGI_Npq8wo/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh231@gmail.com,Bui Thi Hanh,2251164231,01/12/2003,Nữ,1205000231,0915470573,buithihanh231@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 3,3.51,Nam Định,241,,https://drive.google.com/file/d/1wxG8HqIO4721hVczRoo81YLkeddpELE8/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan232@gmail.com,Ngo Thi Lan,2251164232,23/11/2006,Nữ,1205000232,0698780482,ngothilan232@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 3,3.68,Hưng Yên,355,Vùng sâu vùng xa,https://drive.google.com/file/d/1_u0992NoyaFTeW9a1C0lce5KYdwFAXbM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu233@gmail.com,Le Thi Dieu,2251164233,28/03/2003,Nữ,1205000233,0577241199,lethidieu233@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 1,3.97,Hà Nội,310,Vùng sâu vùng xa,https://drive.google.com/file/d/1iB85HX1m7HLIf1WAbVOpvDnO1e9NJ4NE/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan234@gmail.com,Ngo Thi Lan,2251164234,17/08/2005,Nữ,1205000234,0894174139,ngothilan234@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,3.57,Gia Lai,578,,https://drive.google.com/file/d/1v-4nVSQizng_9tAsmRcVTW7TKFF7ElSW/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan235@gmail.com,Nguyen Van An,2251164235,19/07/2005,Nam,1205000235,0643633697,nguyenvanan235@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 2,3.28,Hà Nội,283,Vùng sâu vùng xa,https://drive.google.com/file/d/1q-cwzn5LIX18KeH6qqGddOA9oMueMf5n/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh236@gmail.com,Dang Van Khanh,2251164236,24/08/2003,Nam,1205000236,0459171219,dangvankhanh236@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 2,2.64,Hưng Yên,460,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1NklioOO6rw0Z5tOKHZdzII-xb9ovl73h/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh237@gmail.com,Dang Van Khanh,2251164237,21/07/2006,Nam,1205000237,0290779398,dangvankhanh237@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 1,3.85,Thanh Hóa,376,,https://drive.google.com/file/d/1bPeyfVrEOZXAMHLIe4Lqb6oXJNIZquGr/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong238@gmail.com,Vu Thi Phuong,2251164238,19/05/2005,Nữ,1205000238,0046781847,vuthiphuong238@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,03.09,Nam Định,317,,https://drive.google.com/file/d/13qFONoM2O9rfGB3GTN2rwEKRxz8J6WO7/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong239@gmail.com,Pham Van Cuong,2251164239,12/06/2006,Nam,1205000239,0017035718,phamvancuong239@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 1,3.28,Hưng Yên,353,Vùng sâu vùng xa,https://drive.google.com/file/d/1BeOUZbLb9z8yS0EjzH005nOGi65_ZhYg/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu240@gmail.com,Le Thi Dieu,2251164240,12/02/2006,Nữ,1205000240,0073837192,lethidieu240@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 4,3.35,Nghệ An,438,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1XaJGEAS-QW2Iqn9wSw9kQ3Tz64RZyC5B/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan241@gmail.com,Nguyen Van An,2251164241,15/11/2005,Nam,1205000241,0214844356,nguyenvanan241@sv.tlu.edu.vn,Xây dựng,Kỹ thuật xây dựng,65XDD1,năm 4,3.60,Nghệ An,15,Vùng sâu vùng xa,https://drive.google.com/file/d/1D-KMAl1QWgKxN0GcaCH_gkBjgMgCQ41a/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu242@gmail.com,Le Thi Dieu,2251164242,31/08/2006,Nữ,1205000242,0695891372,lethidieu242@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,2.88,Nghệ An,171,Sinh viên khuyết tật,https://drive.google.com/file/d/1UyCDUz8ZBj4pUJ8hZXVhelzTvMOGiOgQ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh243@gmail.com,Bui Thi Hanh,2251164243,04/04/2005,Nữ,1205000243,0577991565,buithihanh243@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 3,3.89,Nghệ An,164,Vùng sâu vùng xa,https://drive.google.com/file/d/1_NBR_6MFc0affTMOvQ05wNuYPsWd-2Nd/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong244@gmail.com,Vu Thi Phuong,2251164244,30/09/2004,Nữ,1205000244,0833430638,vuthiphuong244@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 3,3.31,Hưng Yên,533,Sinh viên khuyết tật,https://drive.google.com/file/d/1P2VkuXBhk_HnubAuwCxPFGDqnurOvVIZ/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong245@gmail.com,Pham Van Cuong,2251164245,14/05/2003,Nam,1205000245,0624139453,phamvancuong245@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 2,3.25,Nghệ An,160,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/12m3DGIcMgmqGxUy2pFlmGUSwR_ErGRsa/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong246@gmail.com,Pham Van Cuong,2251164246,11/10/2006,Nam,1205000246,0531497562,phamvancuong246@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,3.59,Thanh Hóa,253,Vùng sâu vùng xa,https://drive.google.com/file/d/1XSUWkBRIhfBxwvEImhxYeYSX6FTE52Ja/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong247@gmail.com,Vu Thi Phuong,2251164247,26/03/2004,Nữ,1205000247,0183708079,vuthiphuong247@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,3.82,Hưng Yên,541,Vùng sâu vùng xa,https://drive.google.com/file/d/1W6xuRgOWp0gNDAwWG_EMxIw_d1_miZMI/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu248@gmail.com,Le Thi Dieu,2251164248,19/06/2004,Nữ,1205000248,0715244854,lethidieu248@sv.tlu.edu.vn,Điện – Điện tử,Kỹ thuật điện,65D1,năm 4,3.63,Hà Nội,58,Vùng sâu vùng xa,https://drive.google.com/file/d/1PjHW4QTP4QGBA5YVbEYMBUuUoWGz4Qy6/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh249@gmail.com,Dang Van Khanh,2251164249,26/04/2005,Nam,1205000249,0988732187,dangvankhanh249@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 4,3.10,Gia Lai,308,"Con thương binh, liệt sỹ",https://drive.google.com/file/d/1ez3uH3yd5GnMaGCPU8c6XyEY8-Lebxo8/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai250@gmail.com,Do Thi Mai,2251164250,18/12/2005,Nữ,1205000250,0804183591,dothimai250@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 1,03.02,Nam Định,545,Vùng sâu vùng xa,https://drive.google.com/file/d/1jCH5E7fDpGEyph3sYo6OoCVh9vGYe6tA/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh251@gmail.com,Dang Van Khanh,2251164251,11/02/2006,Nam,1205000251,0770239418,dangvankhanh251@sv.tlu.edu.vn,Môi trường,Kỹ thuật môi trường,65MT1,năm 4,3.30,Thanh Hóa,358,,https://drive.google.com/file/d/1B6TLWJkVYKU4qP9FDvL6nLGiZxOeyp4d/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong252@gmail.com,Vu Thi Phuong,2251164252,21/04/2003,Nữ,1205000252,0404322354,vuthiphuong252@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Trung,66NNT1,năm 1,2.74,Hà Nội,510,,https://drive.google.com/file/d/1-w7ylHTzhZBiFjzUtu-G4Gkuc312a5o6/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh253@gmail.com,Dang Van Khanh,2251164253,14/04/2003,Nam,1205000253,0023678515,dangvankhanh253@sv.tlu.edu.vn,Công nghệ thông tin,Mạng máy tính,64MMT1,năm 1,3.47,Thanh Hóa,325,Vùng sâu vùng xa,https://drive.google.com/file/d/1dOU377D4OF_50MyIZ-mgy8y9-L2z9_T9/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu254@gmail.com,Le Thi Dieu,2251164254,31/03/2006,Nữ,1205000254,0910940792,lethidieu254@sv.tlu.edu.vn,Kinh tế,Kế toán,65KT1,năm 3,3.24,Nghệ An,404,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1zCPQmkNweYjN0w_TTXbYzyNzU6jL3Fum/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan255@gmail.com,Nguyen Van An,2251164255,27/03/2005,Nam,1205000255,0553583179,nguyenvanan255@sv.tlu.edu.vn,Quản trị kinh doanh,Marketing,65MKT1,năm 2,3.21,Gia Lai,274,Vùng sâu vùng xa,https://drive.google.com/file/d/1ATci0eDSJCAljDQxSbA2xXRGjWLOsPSC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,lethidieu256@gmail.com,Le Thi Dieu,2251164256,14/10/2006,Nữ,1205000256,0378303012,lethidieu256@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 1,3.72,Nam Định,104,Vùng sâu vùng xa,https://drive.google.com/file/d/1qjJ85wnzEa4x7BgpEOTtKG2wYsZug1r-/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh257@gmail.com,Dang Van Khanh,2251164257,03/12/2004,Nam,1205000257,0754609447,dangvankhanh257@sv.tlu.edu.vn,Kinh tế,Kinh tế xây dựng,65KTXD1,năm 1,3.57,Gia Lai,444,Vùng sâu vùng xa,https://drive.google.com/file/d/1Ad9yMITXFQU2YZhD3JZolMqSF1nQIsXs/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dangvankhanh258@gmail.com,Dang Van Khanh,2251164258,16/10/2004,Nam,1205000258,0188840065,dangvankhanh258@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 4,03.03,Gia Lai,345,Hộ nghèo cận nghèo,https://drive.google.com/file/d/1LAR10Uf3qXXNHU1Fcflwu7KljKleEnYB/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,vuthiphuong259@gmail.com,Vu Thi Phuong,2251164259,24/11/2003,Nữ,1205000259,0980590800,vuthiphuong259@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 1,03.07,Lào Cai,519,,https://drive.google.com/file/d/1gAT03VCZgw_VYPGu1v1sysBI6N1f-5J9/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,hoangvanlong260@gmail.com,Hoang Van Long,2251164260,25/01/2004,Nam,1205000260,0187795771,hoangvanlong260@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 3,2.58,Hà Nội,578,Hộ nghèo cận nghèo,https://drive.google.com/file/d/15z-GUTXn7yLZCmKWTQvmalRoY94Z42MY/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,phamvancuong261@gmail.com,Pham Van Cuong,2251164261,03/04/2004,Nam,1205000261,0353297877,phamvancuong261@sv.tlu.edu.vn,Công nghệ thông tin,Trí tuệ nhân tạo,64AI1,năm 2,3.14,Hưng Yên,142,,https://drive.google.com/file/d/134vqbAJ-NeEc8gS0U7m9they92d92xgh/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,dothimai262@gmail.com,Do Thi Mai,2251164262,02/09/2003,Nữ,1205000262,0774867213,dothimai262@sv.tlu.edu.vn,Ngôn ngữ học,Ngôn ngữ Anh,66NNA1,năm 2,3.90,Hà Nội,367,Vùng sâu vùng xa,https://drive.google.com/file/d/1_Jhbcj5WGiequtBgi_w1gd3fcG3YiSdC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan263@gmail.com,Nguyen Van An,2251164263,15/09/2004,Nam,1205000263,0513082393,nguyenvanan263@sv.tlu.edu.vn,Quản trị kinh doanh,Quản trị doanh nghiệp,65QTDN1,năm 1,2.69,Nghệ An,388,Vùng sâu vùng xa,https://drive.google.com/file/d/1B6gVxueeWWPxrKUhGUGWEhMNpNqOt9nk/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh264@gmail.com,Bui Thi Hanh,2251164264,03/02/2005,Nữ,1205000264,0190145161,buithihanh264@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 4,03.05,Thanh Hóa,70,,https://drive.google.com/file/d/1pUBF8foDyIJVxxFXb5kA7RXdHn8vVFnm/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,buithihanh265@gmail.com,Bui Thi Hanh,2251164265,25/04/2003,Nữ,1205000265,0265322012,buithihanh265@sv.tlu.edu.vn,Xây dựng,Công trình thủy,65CTT1,năm 2,3.44,Lào Cai,527,Lưu học sinh (Lào/Campuchia),https://drive.google.com/file/d/169m3zaUj127j19xTzjxZdbgrC2AJA4sM/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,nguyenvanan266@gmail.com,Nguyen Van An,2251164266,02/12/2003,Nam,1205000266,0637925498,nguyenvanan266@sv.tlu.edu.vn,Công nghệ thông tin,Khoa học máy tính,64CNTT1,năm 1,2.63,Thanh Hóa,433,Vùng sâu vùng xa,https://drive.google.com/file/d/1Bf_wNL5sc-hIMHERzPsun1cf-HWV2wfC/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,tranvanbinh267@gmail.com,Tran Van Binh,2251164267,10/08/2004,Nam,1205000267,0722301793,tranvanbinh267@sv.tlu.edu.vn,Kinh tế,Tài chính ngân hàng,65TCNH1,năm 2,3.25,Lào Cai,72,,https://drive.google.com/file/d/1Y6LUysRTw_hl_J34BSBhhgw0Tz4po-h6/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
08/02/2026,ngothilan268@gmail.com,Ngo Thi Lan,2251164268,18/09/2004,Nữ,1205000268,0572105892,ngothilan268@sv.tlu.edu.vn,Công nghệ thông tin,Kỹ thuật phần mềm,64KTPM1,năm 2,3.71,Nghệ An,375,Vùng sâu vùng xa,https://drive.google.com/file/d/1R9NybwZZYRyjjrV0SPuPpDBMFJ-rREYl/view?usp=drivesdk,Tôi cam kết các thông tin trên là đúng sự thật
